HeatMiser_ID	Distance_Feature	Speeding_Feature	Location Type	OSHA
2018_741	44.13	5	Office	Safe
2018_742	64.71	5	Office	Safe
2018_743	38.6	2	Office	Safe
2018_744	62.54	7	Office	Safe
2018_745	167.05	10	Warehouse	Safe
2018_746	46.74	2	Office	Safe
2018_747	47.93	5	Office	Safe
2018_748	51.51	5	Office	Safe
2018_749	46.1	4	Office	Safe
2018_750	65.17	10	Office	Safe
2018_751	61.88	2	Office	Safe
2018_752	47.24	3	Office	Safe
2018_753	192.78	7	Warehouse	Safe
2018_754	54.97	39	Office	Compliant
2018_755	56.08	4	Office	Safe
2018_756	32.72	0	Office	Safe
2018_757	190.45	14	Warehouse	Safe
2018_758	52.53	6	Office	Safe
2018_759	39.21	8	Office	Safe
2018_760	195.33	14	Warehouse	Safe
2018_761	51.07	13	Office	Safe
2018_762	160.23	4	Warehouse	Safe
2018_763	53	5	Office	Safe
2018_764	46.41	10	Office	Safe
2018_765	39.81	4	Office	Safe
2018_766	37.73	3	Office	Safe
2018_767	47.36	7	Office	Safe
2018_768	190.28	10	Warehouse	Safe
2018_769	193.86	6	Warehouse	Safe
2018_770	49.37	9	Office	Safe
2018_771	173.55	3	Warehouse	Safe
2018_772	214.8	20	Warehouse	Safe
2018_773	47.96	4	Office	Safe
2018_774	152.09	24	Warehouse	Compliant
2018_775	44.2	6	Office	Safe
2018_776	185.17	4	Warehouse	Safe
2018_777	189.82	7	Warehouse	Safe
2018_778	50.56	4	Office	Safe
2018_779	56.02	6	Office	Safe
2018_780	35.88	4	Office	Safe
2018_781	184.62	6	Warehouse	Safe
2018_782	46.38	6	Office	Safe
2018_783	60.3	7	Office	Safe
2018_784	44.24	4	Office	Safe
2018_785	58.83	5	Office	Safe
2018_786	33.48	5	Office	Safe
2018_787	40.81	3	Office	Safe
2018_788	175.37	18	Warehouse	Safe
2018_789	45.32	4	Office	Safe
2018_790	29.65	3	Office	Safe
2018_791	48.66	4	Office	Safe
2018_792	173.35	6	Warehouse	Safe
2018_793	51.35	3	Office	Safe
2018_794	51.84	2	Office	Safe
2018_795	47.34	6	Office	Safe
2018_796	40.95	6	Office	Safe
2018_797	43.9	1	Office	Safe
2018_798	41.49	6	Office	Safe
2018_799	29.92	49	Office	NonCompliant
2018_800	38.08	7	Office	Safe
2018_801	170.9	0	Warehouse	Safe
2018_802	42.78	5	Office	Safe
2018_803	175.69	16	Warehouse	Safe
2018_804	64.21	7	Office	Safe
2018_805	179.25	12	Warehouse	Safe
2018_806	70.87	7	Office	Safe
2018_807	49.35	40	Office	NonCompliant
2018_808	52.12	7	Office	Safe
2018_809	29.59	4	Office	Safe
2018_810	50.41	43	Office	NonCompliant
2018_811	44.13	24	Office	Compliant
2018_812	52.2	7	Office	Safe
2018_813	51.86	2	Office	Safe
2018_814	59.46	8	Office	Safe
2018_815	56.37	3	Office	Safe
2018_816	43.07	4	Office	Safe
2018_817	182.69	11	Warehouse	Safe
2018_818	42.25	9	Office	Safe
2018_819	62.48	7	Office	Safe
2018_820	36.67	7	Office	Safe
2018_821	50.16	4	Office	Safe
2018_822	63.55	1	Office	Safe
2018_823	63.2	7	Office	Safe
2018_824	38.98	5	Office	Safe
2018_825	51.93	5	Office	Safe
2018_826	167.02	10	Warehouse	Safe
2018_827	51.31	3	Office	Safe
2018_828	58.36	10	Office	Safe
2018_829	163.72	6	Warehouse	Safe
2018_830	36.22	5	Office	Safe
2018_831	49.17	5	Office	Safe
2018_832	54.1	7	Office	Safe
2018_833	50.85	5	Office	Safe
2018_834	45.23	5	Office	Safe
2018_835	33.92	43	Office	NonCompliant
2018_836	75.84	3	Office	Safe
2018_837	62.58	8	Office	Safe
2018_838	43.36	4	Office	Safe
2018_839	188.86	6	Warehouse	Safe
2018_840	23.2	8	Office	Safe
2018_841	36.82	5	Office	Safe
2018_842	54.32	5	Office	Safe
2018_843	55.74	44	Office	NonCompliant
2018_844	50.86	5	Office	Safe
2018_845	170.64	13	Warehouse	Safe
2018_846	51.2	3	Office	Safe
2018_847	60.29	6	Office	Safe
2018_848	50.3	8	Office	Safe
2018_849	197.6	10	Warehouse	Safe
2018_850	29.7	6	Office	Safe
2018_851	48.05	9	Office	Safe
2018_852	154.62	5	Warehouse	Safe
2018_853	60.21	6	Office	Safe
2018_854	43.48	29	Office	Compliant
2018_855	52.27	1	Office	Safe
2018_856	61.23	7	Office	Safe
2018_857	45.62	5	Office	Safe
2018_858	58.24	5	Office	Safe
2018_859	187.55	5	Warehouse	Safe
2018_860	59.63	3	Office	Safe
2018_861	170.23	13	Warehouse	Safe
2018_862	48.76	4	Office	Safe
2018_863	48.52	30	Office	Compliant
2018_864	183.61	14	Warehouse	Safe
2018_865	39.78	5	Office	Safe
2018_866	46.31	23	Office	Compliant
2018_867	180.8	9	Warehouse	Safe
2018_868	35.09	4	Office	Safe
2018_869	165.93	1	Warehouse	Safe
2018_870	56.25	6	Office	Safe
2018_871	41.56	3	Office	Safe
2018_872	51.2	9	Office	Safe
2018_873	49.54	21	Office	Compliant
2018_874	63.15	0	Office	Safe
2018_875	53.41	8	Office	Safe
2018_876	52.19	4	Office	Safe
2018_877	173.02	3	Warehouse	Safe
2018_878	227.52	7	Warehouse	Safe
2018_879	215.94	8	Warehouse	Safe
2018_880	182.43	9	Warehouse	Safe
2018_881	31.25	34	Office	Compliant
2018_882	51.87	4	Office	Safe
2018_883	46.55	5	Office	Safe
2018_884	56	8	Office	Safe
2018_885	52.66	7	Office	Safe
2018_886	47.7	5	Office	Safe
2018_887	49.31	6	Office	Safe
2018_888	39.72	7	Office	Safe
2018_889	28.74	5	Office	Safe
2018_890	31.88	30	Office	Compliant
2018_891	150.21	1	Warehouse	Safe
2018_892	47.91	4	Office	Safe
2018_893	54.43	4	Office	Safe
2018_894	43.61	8	Office	Safe
2018_895	43.95	5	Office	Safe
2018_896	183.38	3	Warehouse	Safe
2018_897	160.5	14	Warehouse	Safe
2018_898	46.65	3	Office	Safe
2018_899	51.55	27	Office	Compliant
2018_900	62.81	6	Office	Safe
2018_901	59.66	3	Office	Safe
2018_902	67.47	5	Office	Safe
2018_903	37.73	4	Office	Safe
2018_904	49.29	21	Office	Compliant
2018_905	39.68	4	Office	Safe
2018_906	51.31	2	Office	Safe
2018_907	38.51	28	Office	Compliant
2018_908	58.46	8	Office	Safe
2018_909	185.38	7	Warehouse	Safe
2018_910	200.37	1	Warehouse	Safe
2018_911	54.25	7	Office	Safe
2018_912	60.01	6	Office	Safe
2018_913	45.67	7	Office	Safe
2018_914	46.58	7	Office	Safe
2018_915	53.24	3	Office	Safe
2018_916	39.87	4	Office	Safe
2018_917	53.04	4	Office	Safe
2018_918	60.04	34	Office	Compliant
2018_919	57.91	7	Office	Safe
2018_920	26.3	7	Office	Safe
2018_921	50.63	3	Office	Safe
2018_922	37.41	21	Office	Compliant
2018_923	46.37	5	Office	Safe
2018_924	180.36	13	Warehouse	Safe
2018_925	190.14	13	Warehouse	Safe
2018_926	55.69	22	Office	Compliant
2018_927	45.47	5	Office	Safe
2018_928	52.29	40	Office	NonCompliant
2018_929	44.49	4	Office	Safe
2018_930	61.69	36	Office	Compliant
2018_931	56.85	3	Office	Safe
2018_932	37.6	6	Office	Safe
2018_933	37.48	6	Office	Safe
2018_934	41.01	37	Office	Compliant
2018_935	173.91	75	Warehouse	NonCompliant
2018_936	169.65	14	Warehouse	Safe
2018_937	168.27	14	Warehouse	Safe
2018_938	165.07	8	Warehouse	Safe
2018_939	31.92	4	Office	Safe
2018_940	45.69	3	Office	Safe
2018_941	184.74	1	Warehouse	Safe
2018_942	66.62	37	Office	Compliant
2018_943	42.04	5	Office	Safe
2018_944	38.21	5	Office	Safe
2018_945	67.15	7	Office	Safe
2018_946	38.96	21	Office	Compliant
2018_947	44.13	6	Office	Safe
2018_948	53.11	48	Office	NonCompliant
2018_949	68.53	3	Office	Safe
2018_950	58.51	6	Office	Safe
2018_951	36.84	6	Office	Safe
2018_952	57.8	8	Office	Safe
2018_953	66.19	27	Office	Compliant
2018_954	159.53	15	Warehouse	Safe
2018_955	157.99	44	Warehouse	Compliant
2018_956	41.67	4	Office	Safe
2018_957	47.82	4	Office	Safe
2018_958	60.4	28	Office	Compliant
2018_959	52.64	6	Office	Safe
2018_960	54.64	5	Office	Safe
2018_961	53.83	32	Office	Compliant
2018_962	170.58	22	Warehouse	Compliant
2018_963	60.63	6	Office	Safe
2018_964	51.54	9	Office	Safe
2018_965	42.73	5	Office	Safe
2018_966	62.48	2	Office	Safe
2018_967	52.09	9	Office	Safe
2018_968	45.6	4	Office	Safe
2018_969	52.84	3	Office	Safe
2018_970	152.6	15	Warehouse	Safe
2018_971	202.84	17	Warehouse	Safe
2018_972	49.7	3	Office	Safe
2018_973	60.89	6	Office	Safe
2018_974	42.81	6	Office	Safe
2018_975	175.58	11	Warehouse	Safe
2018_976	62.2	4	Office	Safe
2018_977	42.02	1	Office	Safe
2018_978	183.98	61	Warehouse	NonCompliant
2018_979	30.44	4	Office	Safe
2018_980	164.77	6	Warehouse	Safe
2018_981	191.31	7	Warehouse	Safe
2018_982	48	23	Office	Compliant
2018_983	28.98	5	Office	Safe
2018_984	56.04	39	Office	Compliant
2018_985	188.24	3	Warehouse	Safe
2018_986	44.18	5	Office	Safe
2018_987	52.02	8	Office	Safe
2018_988	168.88	14	Warehouse	Safe
2018_989	51.91	6	Office	Safe
2018_990	170.86	7	Warehouse	Safe
2018_991	193.33	12	Warehouse	Safe
2018_992	45.67	7	Office	Safe
2018_993	43.25	7	Office	Safe
2018_994	193.68	8	Warehouse	Safe
2018_995	48.56	37	Office	Compliant
2018_996	54.84	5	Office	Safe
2018_997	168.09	5	Warehouse	Safe
2018_998	134.81	20	Warehouse	Safe
2018_999	48.67	3	Office	Safe
2018_1000	36.59	7	Office	Safe
2018_1001	188.25	10	Warehouse	Safe
2018_1002	41.91	6	Office	Safe
2018_1003	40.97	42	Office	NonCompliant
2018_1004	57.74	22	Office	Compliant
2018_1005	46.09	4	Office	Safe
2018_1006	36.08	5	Office	Safe
2018_1007	53.06	5	Office	Safe
2018_1008	39.81	8	Office	Safe
2018_1009	54.29	9	Office	Safe
2018_1010	49.2	41	Office	NonCompliant
2018_1011	178.42	3	Warehouse	Safe
2018_1012	153.58	12	Warehouse	Safe
2018_1013	62.51	4	Office	Safe
2018_1014	46.01	21	Office	Compliant
2018_1015	62.08	37	Office	Compliant
2018_1016	57.2	7	Office	Safe
2018_1017	50.66	6	Office	Safe
2018_1018	59.16	8	Office	Safe
2018_1019	48.81	30	Office	Compliant
2018_1020	172.99	10	Warehouse	Safe
2018_1021	187.37	86	Warehouse	NonCompliant
2018_1022	59.12	11	Office	Safe
2018_1023	61.67	50	Office	NonCompliant
2018_1024	195.95	4	Warehouse	Safe
2018_1025	56.54	3	Office	Safe
2018_1026	51.97	2	Office	Safe
2018_1027	53	4	Office	Safe
2018_1028	186.14	11	Warehouse	Safe
2018_1029	170.87	15	Warehouse	Safe
2018_1030	44.95	5	Office	Safe
2018_1031	61.8	1	Office	Safe
2018_1032	132.03	15	Warehouse	Safe
2018_1033	66.81	5	Office	Safe
2018_1034	192.61	10	Warehouse	Safe
2018_1035	41.6	6	Office	Safe
2018_1036	30.84	7	Office	Safe
2018_1037	205.43	7	Warehouse	Safe
2018_1038	212.54	13	Warehouse	Safe
2018_1039	179.97	0	Warehouse	Safe
2018_1040	44.47	4	Office	Safe
2018_1041	37.58	7	Office	Safe
2018_1042	58.54	7	Office	Safe
2018_1043	68.57	6	Office	Safe
2018_1044	51.6	6	Office	Safe
2018_1045	43.07	1	Office	Safe
2018_1046	53.75	3	Office	Safe
2018_1047	43.75	19	Office	Compliant
2018_1048	62.01	2	Office	Safe
2018_1049	177.78	11	Warehouse	Safe
2018_1050	42.45	16	Office	Safe
2018_1051	36.93	4	Office	Safe
2018_1052	54.04	7	Office	Safe
2018_1053	59.68	4	Office	Safe
2018_1054	42.47	7	Office	Safe
2018_1055	176.51	14	Warehouse	Safe
2018_1056	181.52	14	Warehouse	Safe
2018_1057	39.13	4	Office	Safe
2018_1058	57.96	2	Office	Safe
2018_1059	35.55	5	Office	Safe
2018_1060	65.88	8	Office	Safe
2018_1061	55.62	3	Office	Safe
2018_1062	31.24	1	Office	Safe
2018_1063	47.64	5	Office	Safe
2018_1064	62.34	12	Office	Safe
2018_1065	56.75	6	Office	Safe
2018_1066	40.04	35	Office	Compliant
2018_1067	65.42	6	Office	Safe
2018_1068	50.28	4	Office	Safe
2018_1069	43.43	10	Office	Safe
2018_1070	66.97	33	Office	Compliant
2018_1071	50.96	3	Office	Safe
2018_1072	30.16	5	Office	Safe
2018_1073	70.83	5	Office	Safe
2018_1074	59.72	7	Office	Safe
2018_1075	56.11	1	Office	Safe
2018_1076	46.59	3	Office	Safe
2018_1077	164.53	7	Warehouse	Safe
2018_1078	54.66	34	Office	Compliant
2018_1079	50.7	7	Office	Safe
2018_1080	47.32	55	Office	NonCompliant
2018_1081	63.9	7	Office	Safe
2018_1082	48.81	6	Office	Safe
2018_1083	48.39	6	Office	Safe
2018_1084	206.13	9	Warehouse	Safe
2018_1085	51.69	30	Office	Compliant
2018_1086	168.03	9	Warehouse	Safe
2018_1087	51.83	6	Office	Safe
2018_1088	192.86	21	Warehouse	Compliant
2018_1089	43.15	8	Office	Safe
2018_1090	50.21	2	Office	Safe
2018_1091	36.74	7	Office	Safe
2018_1092	53.48	2	Office	Safe
2018_1093	34.04	5	Office	Safe
2018_1094	188.49	11	Warehouse	Safe
2018_1095	55.73	19	Office	Compliant
2018_1096	174.78	4	Warehouse	Safe
2018_1097	50.89	10	Office	Safe
2018_1098	158.88	20	Warehouse	Safe
2018_1099	59.64	6	Office	Safe
2018_1100	184.12	7	Warehouse	Safe
2018_1101	41.14	2	Office	Safe
2018_1102	41.83	5	Office	Safe
2018_1103	60.09	3	Office	Safe
2018_1104	187.13	12	Warehouse	Safe
2018_1105	48.33	7	Office	Safe
2018_1106	43.95	3	Office	Safe
2018_1107	53.05	4	Office	Safe
2018_1108	51.27	5	Office	Safe
2018_1109	37.48	26	Office	Compliant
2018_1110	156.71	17	Warehouse	Safe
2018_1111	57.65	8	Office	Safe
2018_1112	56.04	6	Office	Safe
2018_1113	160.2	9	Warehouse	Safe
2018_1114	77.82	9	Office	Safe
2018_1115	180.98	8	Warehouse	Safe
2018_1116	42.7	6	Office	Safe
2018_1117	56.47	8	Office	Safe
2018_1118	46.91	2	Office	Safe
2018_1119	40.18	6	Office	Safe
2018_1120	241.71	22	Warehouse	Compliant
2018_1121	45.97	4	Office	Safe
2018_1122	31.14	4	Office	Safe
2018_1123	66.26	3	Office	Safe
2018_1124	55.81	29	Office	Compliant
2018_1125	44.68	1	Office	Safe
2018_1126	50.56	3	Office	Safe
2018_1127	45.95	40	Office	NonCompliant
2018_1128	54.04	7	Office	Safe
2018_1129	42.96	37	Office	Compliant
2018_1130	189.45	21	Warehouse	Compliant
2018_1131	56.21	1	Office	Safe
2018_1132	46.54	4	Office	Safe
2018_1133	162.35	13	Warehouse	Safe
2018_1134	47.92	2	Office	Safe
2018_1135	196.9	1	Warehouse	Safe
2018_1136	52.7	1	Office	Safe
2018_1137	57.35	5	Office	Safe
2018_1138	45.45	4	Office	Safe
2018_1139	53.37	40	Office	NonCompliant
2018_1140	154.74	1	Warehouse	Safe
2018_1141	34.04	6	Office	Safe
2018_1142	56.45	4	Office	Safe
2018_1143	53.44	1	Office	Safe
2018_1144	73.5	6	Office	Safe
2018_1145	186.3	9	Warehouse	Safe
2018_1146	44.39	3	Office	Safe
2018_1147	47.21	36	Office	Compliant
2018_1148	48.56	3	Office	Safe
2018_1149	61.06	3	Office	Safe
2018_1150	56.1	9	Office	Safe
2018_1151	62.98	22	Office	Compliant
2018_1152	52.05	7	Office	Safe
2018_1153	205.4	11	Warehouse	Safe
2018_1154	145.21	96	Warehouse	NonCompliant
2018_1155	188.1	15	Warehouse	Safe
2018_1156	171.15	5	Warehouse	Safe
2018_1157	50.19	5	Office	Safe
2018_1158	42.75	4	Office	Safe
2018_1159	31.14	9	Office	Safe
2018_1160	53.72	6	Office	Safe
2018_1161	51.92	7	Office	Safe
2018_1162	61.53	11	Office	Safe
2018_1163	53.95	3	Office	Safe
2018_1164	52.5	3	Office	Safe
2018_1165	158.47	100	Warehouse	NonCompliant
2018_1166	47.64	3	Office	Safe
2018_1167	63.66	1	Office	Safe
2018_1168	50.89	6	Office	Safe
2018_1169	177.33	1	Warehouse	Safe
2018_1170	37.84	3	Office	Safe
2018_1171	50.87	4	Office	Safe
2018_1172	42.83	6	Office	Safe
2018_1173	180.95	85	Warehouse	NonCompliant
2018_1174	51.75	4	Office	Safe
2018_1175	48.45	28	Office	Compliant
2018_1176	171.76	12	Warehouse	Safe
2018_1177	50.32	46	Office	NonCompliant
2018_1178	49.88	37	Office	Compliant
2018_1179	58.28	0	Office	Safe
2018_1180	185.03	41	Warehouse	Compliant
2018_1181	51.46	9	Office	Safe
2018_1182	47.77	5	Office	Safe
2018_1183	185.3	49	Warehouse	Compliant
2018_1184	168.64	9	Warehouse	Safe
2018_1185	34.24	4	Office	Safe
2018_1186	48.99	7	Office	Safe
2018_1187	54.34	6	Office	Safe
2018_1188	54.7	4	Office	Safe
2018_1189	43.2	7	Office	Safe
2018_1190	63.75	8	Office	Safe
2018_1191	178.17	10	Warehouse	Safe
2018_1192	35.42	3	Office	Safe
2018_1193	49.37	40	Office	NonCompliant
2018_1194	50.43	7	Office	Safe
2018_1195	52.12	5	Office	Safe
2018_1196	48.09	3	Office	Safe
2018_1197	38.91	4	Office	Safe
2018_1198	207.96	7	Warehouse	Safe
2018_1199	54.16	3	Office	Safe
2018_1200	36.37	2	Office	Safe
2018_1201	52.57	5	Office	Safe
2018_1202	52.85	4	Office	Safe
2018_1203	58.52	6	Office	Safe
2018_1204	197.27	14	Warehouse	Safe
2018_1205	53.48	5	Office	Safe
2018_1206	56.07	4	Office	Safe
2018_1207	48.88	7	Office	Safe
2018_1208	59.73	15	Office	Safe
2018_1209	42.75	4	Office	Safe
2018_1210	59.48	4	Office	Safe
2018_1211	47.4	6	Office	Safe
2018_1212	49.63	5	Office	Safe
2018_1213	57.66	6	Office	Safe
2018_1214	49.94	3	Office	Safe
2018_1215	59.37	6	Office	Safe
2018_1216	149.51	10	Warehouse	Safe
2018_1217	38.74	7	Office	Safe
2018_1218	61.4	38	Office	Compliant
2018_1219	166.8	10	Warehouse	Safe
2018_1220	172.78	5	Warehouse	Safe
2018_1221	61.31	4	Office	Safe
2018_1222	53.34	2	Office	Safe
2018_1223	41.78	5	Office	Safe
2018_1224	188.22	8	Warehouse	Safe
2018_1225	31.25	4	Office	Safe
2018_1226	160.94	13	Warehouse	Safe
2018_1227	53.71	6	Office	Safe
2018_1228	162.56	13	Warehouse	Safe
2018_1229	51.97	7	Office	Safe
2018_1230	169.72	6	Warehouse	Safe
2018_1231	196.34	9	Warehouse	Safe
2018_1232	46.96	1	Office	Safe
2018_1233	46.88	6	Office	Safe
2018_1234	65.79	3	Office	Safe
2018_1235	49.57	5	Office	Safe
2018_1236	59.02	3	Office	Safe
2018_1237	47.92	7	Office	Safe
2018_1238	62.06	37	Office	Compliant
2018_1239	46.41	5	Office	Safe
2018_1240	41.39	10	Office	Safe
2018_1241	28.82	9	Office	Safe
2018_1242	35.99	5	Office	Safe
2018_1243	37.33	38	Office	Compliant
2018_1244	44.44	7	Office	Safe
2018_1245	61.98	4	Office	Safe
2018_1246	60.33	8	Office	Safe
2018_1247	44.65	6	Office	Safe
2018_1248	57.2	5	Office	Safe
2018_1249	36.19	4	Office	Safe
2018_1250	62.54	4	Office	Safe
2018_1251	33.17	2	Office	Safe
2018_1252	40.29	7	Office	Safe
2018_1253	51.13	8	Office	Safe
2018_1254	55.14	1	Office	Safe
2018_1255	43.6	1	Office	Safe
2018_1256	33.86	5	Office	Safe
2018_1257	75.52	0	Office	Safe
2018_1258	45.41	6	Office	Safe
2018_1259	187.7	17	Warehouse	Safe
2018_1260	41.02	7	Office	Safe
2018_1261	175.04	10	Warehouse	Safe
2018_1262	39.73	7	Office	Safe
2018_1263	66.16	32	Office	Compliant
2018_1264	181.53	13	Warehouse	Safe
2018_1265	57.76	5	Office	Safe
2018_1266	57.12	26	Office	Compliant
2018_1267	64.68	10	Office	Safe
2018_1268	51.52	8	Office	Safe
2018_1269	64.47	2	Office	Safe
2018_1270	185.73	3	Warehouse	Safe
2018_1271	200.41	7	Warehouse	Safe
2018_1272	49.53	4	Office	Safe
2018_1273	135.38	8	Warehouse	Safe
2018_1274	52.95	3	Office	Safe
2018_1275	53.33	5	Office	Safe
2018_1276	159.2	46	Warehouse	Compliant
2018_1277	65.76	4	Office	Safe
2018_1278	41.1	4	Office	Safe
2018_1279	34.26	5	Office	Safe
2018_1280	42.72	3	Office	Safe
2018_1281	165.1	13	Warehouse	Safe
2018_1282	31.88	6	Office	Safe
2018_1283	59.16	7	Office	Safe
2018_1284	41.74	8	Office	Safe
2018_1285	45.08	5	Office	Safe
2018_1286	41.25	3	Office	Safe
2018_1287	63.38	41	Office	NonCompliant
2018_1288	59.98	6	Office	Safe
2018_1289	204.96	7	Warehouse	Safe
2018_1290	44.29	6	Office	Safe
2018_1291	32.09	6	Office	Safe
2018_1292	35.24	7	Office	Safe
2018_1293	194.1	4	Warehouse	Safe
2018_1294	51.75	37	Office	Compliant
2018_1295	32.28	8	Office	Safe
2018_1296	153.34	9	Warehouse	Safe
2018_1297	54.09	4	Office	Safe
2018_1298	55.4	9	Office	Safe
2018_1299	56.41	7	Office	Safe
2018_1300	39.79	6	Office	Safe
2018_1301	185.52	16	Warehouse	Safe
2018_1302	50.35	4	Office	Safe
2018_1303	176.65	11	Warehouse	Safe
2018_1304	171.41	12	Warehouse	Safe
2018_1305	47.65	6	Office	Safe
2018_1306	46.64	2	Office	Safe
2018_1307	48.24	34	Office	Compliant
2018_1308	46.48	6	Office	Safe
2018_1309	55.33	5	Office	Safe
2018_1310	61.61	1	Office	Safe
2018_1311	64.12	4	Office	Safe
2018_1312	42.09	2	Office	Safe
2018_1313	41.45	3	Office	Safe
2018_1314	50.13	7	Office	Safe
2018_1315	55.11	6	Office	Safe
2018_1316	44.64	7	Office	Safe
2018_1317	71.11	6	Office	Safe
2018_1318	183.3	16	Warehouse	Safe
2018_1319	52.49	6	Office	Safe
2018_1320	27.8	6	Office	Safe
2018_1321	61	41	Office	NonCompliant
2018_1322	55.12	6	Office	Safe
2018_1323	205.8	13	Warehouse	Safe
2018_1324	63.59	21	Office	Compliant
2018_1325	45.12	25	Office	Compliant
2018_1326	44.21	5	Office	Safe
2018_1327	34.03	5	Office	Safe
2018_1328	44.42	6	Office	Safe
2018_1329	52.33	6	Office	Safe
2018_1330	44.26	8	Office	Safe
2018_1331	49.75	5	Office	Safe
2018_1332	64.38	6	Office	Safe
2018_1333	50.22	24	Office	Compliant
2018_1334	51.76	9	Office	Safe
2018_1335	37.1	6	Office	Safe
2018_1336	221.45	3	Warehouse	Safe
2018_1337	191.2	70	Warehouse	NonCompliant
2018_1338	45.13	44	Office	NonCompliant
2018_1339	208.42	7	Warehouse	Safe
2018_1340	51.47	7	Office	Safe
2018_1341	53.72	13	Office	Safe
2018_1342	71.67	7	Office	Safe
2018_1343	188.36	63	Warehouse	NonCompliant
2018_1344	51.63	7	Office	Safe
2018_1345	58.48	5	Office	Safe
2018_1346	49.3	3	Office	Safe
2018_1347	27.46	5	Office	Safe
2018_1348	32.08	4	Office	Safe
2018_1349	37.18	3	Office	Safe
2018_1350	184.29	7	Warehouse	Safe
2018_1351	168.14	1	Warehouse	Safe
2018_1352	50.84	33	Office	Compliant
2018_1353	41.52	8	Office	Safe
2018_1354	44.96	46	Office	NonCompliant
2018_1355	45.54	3	Office	Safe
2018_1356	53.42	1	Office	Safe
2018_1357	72.14	6	Office	Safe
2018_1358	40.04	3	Office	Safe
2018_1359	166.72	9	Warehouse	Safe
2018_1360	57.76	3	Office	Safe
2018_1361	54.52	4	Office	Safe
2018_1362	38.66	1	Office	Safe
2018_1363	36.26	11	Office	Safe
2018_1364	58.03	4	Office	Safe
2018_1365	46.04	38	Office	Compliant
2018_1366	45.58	7	Office	Safe
2018_1367	63.63	28	Office	Compliant
2018_1368	60.45	6	Office	Safe
2018_1369	43.28	9	Office	Safe
2018_1370	61.68	24	Office	Compliant
2018_1371	39.46	9	Office	Safe
2018_1372	54.99	6	Office	Safe
2018_1373	64.01	26	Office	Compliant
2018_1374	41.67	33	Office	Compliant
2018_1375	54.16	3	Office	Safe
2018_1376	57.87	38	Office	Compliant
2018_1377	53.47	4	Office	Safe
2018_1378	51.73	6	Office	Safe
2018_1379	183.1	14	Warehouse	Safe
2018_1380	55.02	3	Office	Safe
2018_1381	184.26	7	Warehouse	Safe
2018_1382	63.68	2	Office	Safe
2018_1383	48.64	6	Office	Safe
2018_1384	59.43	6	Office	Safe
2018_1385	185.37	14	Warehouse	Safe
2018_1386	65.73	5	Office	Safe
2018_1387	36.21	31	Office	Compliant
2018_1388	52.05	4	Office	Safe
2018_1389	49.76	5	Office	Safe
2018_1390	51.92	8	Office	Safe
2018_1391	43.37	50	Office	NonCompliant
2018_1392	52.68	30	Office	Compliant
2018_1393	49.5	9	Office	Safe
2018_1394	71.63	6	Office	Safe
2018_1395	55.64	4	Office	Safe
2018_1396	44.17	6	Office	Safe
2018_1397	57.63	8	Office	Safe
2018_1398	228.21	61	Warehouse	NonCompliant
2018_1399	51.48	6	Office	Safe
2018_1400	208.47	26	Warehouse	Compliant
2018_1401	55.06	37	Office	Compliant
2018_1402	203.98	11	Warehouse	Safe
2018_1403	15.52	3	Office	Safe
2018_1404	35.76	7	Office	Safe
2018_1405	57.04	0	Office	Safe
2018_1406	48.97	3	Office	Safe
2018_1407	182.67	9	Warehouse	Safe
2018_1408	74.03	6	Office	Safe
2018_1409	208.78	11	Warehouse	Safe
2018_1410	68.99	4	Office	Safe
2018_1411	67.87	3	Office	Safe
2018_1412	48.86	10	Office	Safe
2018_1413	56.24	5	Office	Safe
2018_1414	196.17	12	Warehouse	Safe
2018_1415	192.31	8	Warehouse	Safe
2018_1416	44.97	29	Office	Compliant
2018_1417	47.6	1	Office	Safe
2018_1418	40.46	5	Office	Safe
2018_1419	53.44	6	Office	Safe
2018_1420	44	4	Office	Safe
2018_1421	42.02	5	Office	Safe
2018_1422	43.52	25	Office	Compliant
2018_1423	42.94	5	Office	Safe
2018_1424	44.44	7	Office	Safe
2018_1425	43.29	9	Office	Safe
2018_1426	74.91	4	Office	Safe
2018_1427	56.74	7	Office	Safe
2018_1428	42.75	7	Office	Safe
2018_1429	68.13	2	Office	Safe
2018_1430	50.26	21	Office	Compliant
2018_1431	54.03	3	Office	Safe
2018_1432	49.56	24	Office	Compliant
2018_1433	39.06	8	Office	Safe
2018_1434	33.53	42	Office	NonCompliant
2018_1435	207.52	10	Warehouse	Safe
2018_1436	52.11	11	Office	Safe
2018_1437	41.93	6	Office	Safe
2018_1438	64.43	5	Office	Safe
2018_1439	45.56	3	Office	Safe
2018_1440	48.83	39	Office	Compliant
2018_1441	156.17	17	Warehouse	Safe
2018_1442	64.31	5	Office	Safe
2018_1443	56.34	6	Office	Safe
2018_1444	56.99	7	Office	Safe
2018_1445	64.55	30	Office	Compliant
2018_1446	169.24	4	Warehouse	Safe
2018_1447	36.11	9	Office	Safe
2018_1448	205.07	15	Warehouse	Safe
2018_1449	161.76	5	Warehouse	Safe
2018_1450	172.53	76	Warehouse	NonCompliant
2018_1451	34.72	5	Office	Safe
2018_1452	48.8	6	Office	Safe
2018_1453	60.75	5	Office	Safe
2018_1454	164.13	99	Warehouse	NonCompliant
2018_1455	44.67	7	Office	Safe
